genres,id,overview,popularity,release_date,tagline,title,vote_average
"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",252,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,12.416635,1971,It's Scrumdiddlyumptious!,Willy Wonka & the Chocolate Factory,7.4
"[{'id': 27, 'name': 'Horror'}]",16372,A young governess for two children becomes convinced that the house and grounds are haunted.,7.667964,1961,Apparitions? Evils? Corruptions?,The Innocents,7.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",11561,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",6.048904,1973,Woody Allen takes a nostalgic look at the future.,Sleeper,7.0
"[{'id': 35, 'name': 'Comedy'}]",11302,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",4.331819,1971,,Bananas,6.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",623,"A diamond advocate is attempting to steal a collection of diamonds, yet troubles arise when he realizes that he is not the only one after the diamonds.",11.400353,1988,"A tale of murder, lust, greed, revenge, and seafood.",A Fish Called Wanda,7.1
"[{'id': 35, 'name': 'Comedy'}]",583,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",10.714173,1979,He wasn't the messiah. He was a very naughty boy.,Life of Brian,7.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",12614,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",5.378996,1982,The disguise surprise comedy of the year!,Victor/Victoria,6.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",21711,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",11.862375,1972,Too Handsome. Too Young. Too Liberal. Doesn't have a chance. He's PERFECT!,The Candidate,6.9
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",11575,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.",4.473327,1965,"The movie with 20,000-mile or one-million-laughs guarantee!",The Great Race,7.2
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",475,Bonnie and Clyde is based on the true stories of the gangster pair Bonnie Parker and Clyde Barrow who in the 1930s began robbing banks in U.S. cities until they were eventually killed. The film is a major landmark in the aesthetic movement known as the New Hollywood.,12.109198,1967,They’re young… they’re in love… and they kill people.,Bonnie and Clyde,7.6
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",88,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer – and unexpectedly falling in love.",14.044122,1987,Have the time of your life.,Dirty Dancing,7.1
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",500,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",12.22034,1992,Every dog has his day.,Reservoir Dogs,8.1
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",792,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",18.206972,1986,The first casualty of war is innocence.,Platoon,7.5
"[{'id': 35, 'name': 'Comedy'}]",8491,"Two friends are invited for a weekend to a luxury island with their boss. The boss gets shot and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again.",8.051891,1989,"Bernie may be dead, but he's still the life of the party!",Weekend at Bernie's,6.4
"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",402,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.",16.628427,1992,A brutal murder. A brilliant killer. A cop who can't resist the danger.,Basic Instinct,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",10537,"The story of the famous and influential 1960's rock band and its lead singer and composer, Jim Morrison.",7.829619,1991,"The Ultimate Story of Sex, Drugs & Rock 'N' Roll",The Doors,6.7
"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11386,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",7.404329,1992,Play At Your Own Risk.,The Crying Game,6.9
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",9504,"Glengarry Glen Ross, follows the lives of four unethical Chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers.",6.792215,1992,Lie. Cheat. Steal. All in a day’s work.,Glengarry Glen Ross,7.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15764,"Meryl Streep stars as Sophie, a Polish immigrant who shares a boarding house in Brooklyn with her tempestuous lover, Nathan (Kevin Kline in his feature film debut), and a young writer, Stingo (Peter MacNicol).",15.417202,1982,,Sophie's Choice,7.4
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",601,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",19.358546,1982,He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,7.3
"[{'id': 12, 'name': 'Adventure'}]",2119,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",7.046753,1990,You can't stop the thunder.,Days of Thunder,5.9
"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",744,"For Lieutenant Pete 'Maverick' Mitchell and his friend and Co-Pilot Nick 'Goose' Bradshaw being accepted into an elite training school for fighter pilots is a dream come true.  A tragedy, as well as personal demons, threaten Pete's dreams of becoming an Ace pilot.",20.301019,1986,Up there with the best of the best.,Top Gun,6.7
"[{'id': 27, 'name': 'Horror'}]",25750,"Grace Rhodes, who is studying to be a doctor, returns to her hometown as a strange illness is afflicting the local children. The symptoms include a high fever and spasms, but even weirder is what happens the next day: All those with the illness claim they are somebody else -- then they begin murdering the grown-ups. After her sister undergoes the same sinister metamorphosis, Grace comes to believe there is some connection to an evil cult figure who may be returning from the grave.",7.97048,1996,In a sleepy midwestern town... A horrifying evil is about to rise again!,Children of the Corn IV: The Gathering,4.6
"[{'id': 99, 'name': 'Documentary'}]",9305,"A documentary of insect life in meadows and ponds, using incredible close-ups, slow motion, and time-lapse photography. It includes bees collecting nectar, ladybugs eating mites, snails mating, spiders wrapping their catch, a scarab beetle relentlessly pushing its ball of dung uphill, endless lines of caterpillars, an underwater spider creating an air bubble to live in, and a mosquito hatching.",10.793031,1996,,Microcosmos,7.7
"[{'id': 35, 'name': 'Comedy'}]",37616,"Jerry and his two pals, Russ and Syd, are just looking for some easy money to help them break out of their nowhere lives in their nowhere town. Despite a bungled jewelry store heist which exposes their incompetence as criminals, a fateful event (and an old black-and-white film) convinces them that they can pull off an armored-truck robbery. While they are busy plotting their caper, their dysfunctional families spin out of control, all around them.",1.669597,1995,One foot in the door. The other one in the gutter.,Palookaville,5.4
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",21612,"The story concerns the funeral of one of three brothers in a family of gangsters that lived in New York in 1930s. Details of the past of the brothers and their families are shown through a series of flashbacks, climaxing in a shocking ending.",2.772039,1996,"One family, one murder, too many lies.",The Funeral,7.3
"[{'id': 18, 'name': 'Drama'}]",102461,"A young Parisian must make major decisions about pregnancy, a job and her boyfriend.",1.813577,1995,,A Single Girl,6.8
"[{'id': 18, 'name': 'Drama'}]",36998,"Georges has Down syndrome, living at a mental-institution, Harry is a busy businessman, giving lectures for young aspiring salesmen. He is successful in his business life, but his social life is a disaster since his wife left him and took their two children with her. This weekend his children came by train to meet him, but Harry, working as always, forgot to pick them up. Neither his wife or his children want to see him again and he is driving around on the country roads, anguished and angry. He almost runs over Georges, on the run from the institution since everybody else went home with their parents except him, whose mother is dead. Harry tries to get rid of Georges but he won't leave his new friend. Eventually a special friendship forms between the two of them, a friendship which makes Harry a different person.",2.887239,1996,,The Eighth Day,7.0
